protein_id	specimen_id	lower_limit_of_quantitation	protein_expression	quality_control	unit	upper_limit_of_quantitation
Q9P0M4	706	1.90735	5.39304	Pass	PG/ML	7812.5
P01133	706	0.47684	243.91471	Pass	PG/ML	976.5625
P13500	706	0.23842	184.17953	Pass	PG/ML	3906.25002
Q16552	706	0.11921	0.24749	Pass	PG/ML	15625.00005
P13725	706	0.11921	0.39238	Pass	PG/ML	1953.125
P09603	706	0.23842	134.27398	Pass	PG/ML	3906.24999
P13236	706	0.11921	67.21817	Pass	PG/ML	3906.25001
O14625	706	0.11921	394.69869	Pass	PG/ML	1953.12499
P01374	706	0.11921	11.09708	Pass	PG/ML	3906.25001
P80098	706	0.11921	0.75597	Pass	PG/ML	1953.125
P03956	706	0.95367	569.99833	Pass	PG/ML	7812.49998
P80075	711	0.0298	36.97589	Pass	PG/ML	1953.125
O95760	711	0.23842	0.15043	Pass	PG/ML	7812.50001
P48061	711	30.51758	173.32473	Pass	PG/ML	31249.99966
P78380	711	0.95367	45.45068	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	711	0.23842	8.98386	Pass	PG/ML	31250.0
P60568	711	0.11921	0.02939	Pass	PG/ML	3906.25003
Q07325	711	0.11921	65.78012	Pass	PG/ML	1953.12499
P01135	711	0.47684	5.90393	Pass	PG/ML	1953.12499
P01584	711	0.19073	0.08989	Pass	PG/ML	3125.00001
P05231	711	0.0596	1.5989	Pass	PG/ML	3906.25
P05112	711	0.0596	0.00877	Pass	PG/ML	3906.25
O43508	711	3.8147	500.62497	Pass	PG/ML	15625.00004
Q969D9	711	0.47684	nan	Pass	PG/ML	7812.50001
P51671	711	0.23842	303.90861	Pass	PG/ML	15624.99998
P14210	711	0.23842	117.46218	Pass	PG/ML	15624.99995
P49771	711	0.95367	91.89057	Pass	PG/ML	3906.25003
Q96PD4	711	0.23842	0.399	Pass	PG/ML	3906.24998
P13232	711	0.23842	0.39592	Pass	PG/ML	1953.125
P35225	711	0.47684	0.29903	Pass	PG/ML	15625.00001
Q14116	711	0.95367	249.12534	Pass	PG/ML	15624.99996
Q99616	711	0.0596	260.29076	Pass	PG/ML	1953.125
P50591	711	0.95367	491.06385	Pass	PG/ML	7812.5
P02778	711	0.11921	96.46068	Pass	PG/ML	1953.12501
P01579	711	0.0298	0.51179	Pass	PG/ML	3906.25001
P22301	711	0.11921	6.32617	Pass	PG/ML	31250.00005
Q99731	711	0.95367	174.75641	Pass	PG/ML	1953.125
P01375	711	3.8147	15.08707	Pass	PG/ML	15625.00004
P40933	711	0.11921	9.58714	Pass	PG/ML	15624.99998
P10147	711	0.0298	5.25735	Pass	PG/ML	1953.125
P10145	711	0.23842	3.45914	Pass	PG/ML	1953.125
P39900	711	7.62939	158.22654	Pass	PG/ML	15624.9999
P04141	711	0.23842	0.18633	Pass	PG/ML	7812.50002
P09919	711	7.62939	82.06867	Pass	PG/ML	62500.00009
P15692	711	0.47684	192.46213	Pass	PG/ML	7812.50003
Q9P0M4	711	1.90735	28.58275	Pass	PG/ML	7812.5
P01133	711	0.47684	135.4965	Pass	PG/ML	976.5625
P13500	711	0.23842	282.77411	Pass	PG/ML	3906.25002
Q16552	711	0.11921	0.27713	Pass	PG/ML	15625.00005
P13725	711	0.11921	0.49082	Pass	PG/ML	1953.125
P09603	711	0.23842	133.94634	Pass	PG/ML	3906.24999
P13236	711	0.11921	75.72558	Pass	PG/ML	3906.25001
O14625	711	0.11921	565.31684	Pass	PG/ML	1953.12499
P01374	711	0.11921	10.12074	Pass	PG/ML	3906.25001
P80098	711	0.11921	1.85822	Pass	PG/ML	1953.125
P03956	711	0.95367	598.05653	Pass	PG/ML	7812.49998
P80075	710	0.0298	34.82863	Pass	PG/ML	1953.125
O95760	710	0.23842	0.04253	Pass	PG/ML	7812.50001
P48061	710	30.51758	173.87016	Pass	PG/ML	31249.99966
P78380	710	0.95367	185.15319	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	710	0.23842	12.68234	Pass	PG/ML	31250.0
P60568	710	0.11921	0.01886	Pass	PG/ML	3906.25003
Q07325	710	0.11921	49.48465	Pass	PG/ML	1953.12499
P01135	710	0.47684	6.13875	Pass	PG/ML	1953.12499
P01584	710	0.19073	0.09768	Pass	PG/ML	3125.00001
P05231	710	0.0596	3.77487	Pass	PG/ML	3906.25
P05112	710	0.0596	0.01082	Pass	PG/ML	3906.25
O43508	710	3.8147	401.9204	Pass	PG/ML	15625.00004
Q969D9	710	0.47684	nan	Pass	PG/ML	7812.50001
P51671	710	0.23842	293.4765	Pass	PG/ML	15624.99998
P14210	710	0.23842	121.03997	Pass	PG/ML	15624.99995
P49771	710	0.95367	95.64067	Pass	PG/ML	3906.25003
Q96PD4	710	0.23842	0.28361	Pass	PG/ML	3906.24998
P13232	710	0.23842	0.31085	Pass	PG/ML	1953.125
P35225	710	0.47684	0.10993	Pass	PG/ML	15625.00001
Q14116	710	0.95367	213.27561	Pass	PG/ML	15624.99996
Q99616	710	0.0596	211.55821	Pass	PG/ML	1953.125
P50591	710	0.95367	404.1624	Pass	PG/ML	7812.5
P02778	710	0.11921	79.01291	Pass	PG/ML	1953.12501
P01579	710	0.0298	1.79186	Pass	PG/ML	3906.25001
P22301	710	0.11921	5.89535	Pass	PG/ML	31250.00005
Q99731	710	0.95367	153.561	Pass	PG/ML	1953.125
P01375	710	3.8147	12.26008	Pass	PG/ML	15625.00004
P40933	710	0.11921	10.71268	Pass	PG/ML	15624.99998
P10147	710	0.0298	4.80025	Pass	PG/ML	1953.125
P10145	710	0.23842	3.5124	Pass	PG/ML	1953.125
P39900	710	7.62939	132.35315	Pass	PG/ML	15624.9999
P04141	710	0.23842	0.17365	Pass	PG/ML	7812.50002
P09919	710	7.62939	86.66234	Pass	PG/ML	62500.00009
P15692	710	0.47684	182.74433	Pass	PG/ML	7812.50003
Q9P0M4	710	1.90735	25.75139	Pass	PG/ML	7812.5
P01133	710	0.47684	101.81447	Pass	PG/ML	976.5625
P13500	710	0.23842	255.80178	Pass	PG/ML	3906.25002
Q16552	710	0.11921	0.23788	Pass	PG/ML	15625.00005
P13725	710	0.11921	1.82711	Pass	PG/ML	1953.125
P09603	710	0.23842	132.96955	Pass	PG/ML	3906.24999
P13236	710	0.11921	80.7906	Pass	PG/ML	3906.25001
O14625	710	0.11921	478.17835	Pass	PG/ML	1953.12499
P01374	710	0.11921	8.74485	Pass	PG/ML	3906.25001
P80098	710	0.11921	2.08865	Pass	PG/ML	1953.125
P03956	710	0.95367	495.66794	Pass	PG/ML	7812.49998
P80075	617	0.0298	11.30313	Pass	PG/ML	1953.125
O95760	617	0.23842	0.01809	Pass	PG/ML	7812.50001
P48061	617	30.51758	201.88047	Pass	PG/ML	31249.99966
P78380	617	0.95367	247.06108	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	617	0.23842	19.24373	Pass	PG/ML	31250.0
P60568	617	0.11921	0.04046	Pass	PG/ML	3906.25003
Q07325	617	0.11921	43.87684	Pass	PG/ML	1953.12499
P01135	617	0.47684	7.69029	Pass	PG/ML	1953.12499
P01584	617	0.19073	0.13037	Pass	PG/ML	3125.00001
P05231	617	0.0596	3.18484	Pass	PG/ML	3906.25
P05112	617	0.0596	0.00956	Pass	PG/ML	3906.25
O43508	617	3.8147	332.87285	Pass	PG/ML	15625.00004
Q969D9	617	0.47684	1.85896	Pass	PG/ML	7812.50001
P51671	617	0.23842	242.72777	Pass	PG/ML	15624.99998
P14210	617	0.23842	181.66219	Pass	PG/ML	15624.99995
P49771	617	0.95367	108.21202	Pass	PG/ML	3906.25003
Q96PD4	617	0.23842	0.46542	Pass	PG/ML	3906.24998
P13232	617	0.23842	0.72545	Pass	PG/ML	1953.125
P35225	617	0.47684	0.29573	Pass	PG/ML	15625.00001
Q14116	617	0.95367	204.44077	Pass	PG/ML	15624.99996
Q99616	617	0.0596	277.96072	Pass	PG/ML	1953.125
P50591	617	0.95367	328.25326	Pass	PG/ML	7812.5
P02778	617	0.11921	100.96155	Pass	PG/ML	1953.12501
P01579	617	0.0298	3.12699	Pass	PG/ML	3906.25001
P22301	617	0.11921	4.80363	Pass	PG/ML	31250.00005
Q99731	617	0.95367	281.27274	Pass	PG/ML	1953.125
P01375	617	3.8147	12.49381	Pass	PG/ML	15625.00004
P40933	617	0.11921	11.53719	Pass	PG/ML	15624.99998
P10147	617	0.0298	5.3027	Pass	PG/ML	1953.125
P10145	617	0.23842	7.57691	Pass	PG/ML	1953.125
P39900	617	7.62939	202.64162	Pass	PG/ML	15624.9999
P04141	617	0.23842	0.1357	Pass	PG/ML	7812.50002
P09919	617	7.62939	74.37238	Pass	PG/ML	62500.00009
P15692	617	0.47684	186.84875	Pass	PG/ML	7812.50003
Q9P0M4	617	1.90735	20.70545	Pass	PG/ML	7812.5
P01133	617	0.47684	131.82246	Pass	PG/ML	976.5625
P13500	617	0.23842	233.88329	Pass	PG/ML	3906.25002
Q16552	617	0.11921	0.16537	Pass	PG/ML	15625.00005
P13725	617	0.11921	2.7073	Pass	PG/ML	1953.125
P09603	617	0.23842	103.69496	Pass	PG/ML	3906.24999
P13236	617	0.11921	59.06468	Pass	PG/ML	3906.25001
O14625	617	0.11921	436.79489	Pass	PG/ML	1953.12499
P01374	617	0.11921	7.95509	Pass	PG/ML	3906.25001
P80098	617	0.11921	1.47995	Pass	PG/ML	1953.125
P03956	617	0.95367	404.77956	Pass	PG/ML	7812.49998
P80075	602	0.0298	53.6478	Pass	PG/ML	1953.125
O95760	602	0.23842	0.17923	Pass	PG/ML	7812.50001
P48061	602	30.51758	268.66492	Pass	PG/ML	31249.99966
P78380	602	0.95367	148.59393	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	602	0.23842	16.94826	Pass	PG/ML	31250.0
P60568	602	0.11921	0.0865	Pass	PG/ML	3906.25003
Q07325	602	0.11921	134.00022	Pass	PG/ML	1953.12499
P01135	602	0.47684	14.60933	Pass	PG/ML	1953.12499
P01584	602	0.19073	0.24515	Pass	PG/ML	3125.00001
P05231	602	0.0596	11.70435	Pass	PG/ML	3906.25
P05112	602	0.0596	0.04739	Pass	PG/ML	3906.25
O43508	602	3.8147	437.6326	Pass	PG/ML	15625.00004
Q969D9	602	0.47684	0.0426	Pass	PG/ML	7812.50001
P51671	602	0.23842	298.23561	Pass	PG/ML	15624.99998
P14210	602	0.23842	159.72474	Pass	PG/ML	15624.99995
P49771	602	0.95367	125.99391	Pass	PG/ML	3906.25003
Q96PD4	602	0.23842	0.79045	Pass	PG/ML	3906.24998
P13232	602	0.23842	1.411	Pass	PG/ML	1953.125
P35225	602	0.47684	0.54446	Pass	PG/ML	15625.00001
Q14116	602	0.95367	282.58909	Pass	PG/ML	15624.99996
Q99616	602	0.0596	472.22218	Pass	PG/ML	1953.125
P50591	602	0.95367	455.22221	Pass	PG/ML	7812.5
P02778	602	0.11921	177.49381	Pass	PG/ML	1953.12501
P01579	602	0.0298	6.04481	Pass	PG/ML	3906.25001
P22301	602	0.11921	7.6643	Pass	PG/ML	31250.00005
Q99731	602	0.95367	181.22743	Pass	PG/ML	1953.125
P01375	602	3.8147	17.61945	Pass	PG/ML	15625.00004
P40933	602	0.11921	15.88412	Pass	PG/ML	15624.99998
P10147	602	0.0298	5.61756	Pass	PG/ML	1953.125
P10145	602	0.23842	5.12113	Pass	PG/ML	1953.125
P39900	602	7.62939	398.36406	Pass	PG/ML	15624.9999
P04141	602	0.23842	0.20998	Pass	PG/ML	7812.50002
P09919	602	7.62939	152.58254	Pass	PG/ML	62500.00009
P15692	602	0.47684	235.96431	Pass	PG/ML	7812.50003
Q9P0M4	602	1.90735	24.34824	Pass	PG/ML	7812.5
P01133	602	0.47684	231.88611	Pass	PG/ML	976.5625
P13500	602	0.23842	313.41914	Pass	PG/ML	3906.25002
Q16552	602	0.11921	0.53074	Pass	PG/ML	15625.00005
P13725	602	0.11921	5.77662	Pass	PG/ML	1953.125
P09603	602	0.23842	152.84353	Pass	PG/ML	3906.24999
P13236	602	0.11921	81.78148	Pass	PG/ML	3906.25001
O14625	602	0.11921	398.75031	Pass	PG/ML	1953.12499
P01374	602	0.11921	6.1009	Pass	PG/ML	3906.25001
P80098	602	0.11921	3.3043	Pass	PG/ML	1953.125
P03956	602	0.95367	721.02922	Pass	PG/ML	7812.49998
P80075	704	0.0298	38.24144	Pass	PG/ML	1953.125
O95760	704	0.23842	0.06152	Pass	PG/ML	7812.50001
P48061	704	30.51758	192.38997	Pass	PG/ML	31249.99966
P78380	704	0.95367	26.4402	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	704	0.23842	1.51306	Pass	PG/ML	31250.0
P60568	704	0.11921	0.01066	Pass	PG/ML	3906.25003
Q07325	704	0.11921	99.69817	Pass	PG/ML	1953.12499
P01135	704	0.47684	5.79648	Pass	PG/ML	1953.12499
P01584	704	0.19073	0.30373	Pass	PG/ML	3125.00001
P05231	704	0.0596	2.81321	Pass	PG/ML	3906.25
P05112	704	0.0596	0.01202	Pass	PG/ML	3906.25
O43508	704	3.8147	438.5075	Pass	PG/ML	15625.00004
Q969D9	704	0.47684	0.09387	Pass	PG/ML	7812.50001
P51671	704	0.23842	211.11812	Pass	PG/ML	15624.99998
P14210	704	0.23842	91.25569	Pass	PG/ML	15624.99995
P49771	704	0.95367	135.74591	Pass	PG/ML	3906.25003
Q96PD4	704	0.23842	1.02638	Pass	PG/ML	3906.24998
P13232	704	0.23842	1.47462	Pass	PG/ML	1953.125
P35225	704	0.47684	0.11592	Pass	PG/ML	15625.00001
Q14116	704	0.95367	265.00194	Pass	PG/ML	15624.99996
Q99616	704	0.0596	238.96558	Pass	PG/ML	1953.125
P50591	704	0.95367	313.72966	Pass	PG/ML	7812.5
P02778	704	0.11921	146.20706	Pass	PG/ML	1953.12501
P01579	704	0.0298	0.91138	Pass	PG/ML	3906.25001
P22301	704	0.11921	14.86479	Pass	PG/ML	31250.00005
Q99731	704	0.95367	152.54239	Pass	PG/ML	1953.125
P01375	704	3.8147	21.22806	Pass	PG/ML	15625.00004
P40933	704	0.11921	11.74011	Pass	PG/ML	15624.99998
P10147	704	0.0298	7.39547	Pass	PG/ML	1953.125
P10145	704	0.23842	4.97293	Pass	PG/ML	1953.125
P39900	704	7.62939	260.49105	Pass	PG/ML	15624.9999
P04141	704	0.23842	0.21552	Pass	PG/ML	7812.50002
P09919	704	7.62939	117.99037	Pass	PG/ML	62500.00009
P15692	704	0.47684	496.6923	Pass	PG/ML	7812.50003
Q9P0M4	704	1.90735	10.17908	Pass	PG/ML	7812.5
P01133	704	0.47684	427.40634	Pass	PG/ML	976.5625
P13500	704	0.23842	344.18366	Pass	PG/ML	3906.25002
Q16552	704	0.11921	0.63715	Pass	PG/ML	15625.00005
P13725	704	0.11921	0.30395	Pass	PG/ML	1953.125
P09603	704	0.23842	150.11006	Pass	PG/ML	3906.24999
P13236	704	0.11921	73.95884	Pass	PG/ML	3906.25001
O14625	704	0.11921	571.66685	Pass	PG/ML	1953.12499
P01374	704	0.11921	12.09707	Pass	PG/ML	3906.25001
P80098	704	0.11921	1.4686	Pass	PG/ML	1953.125
P03956	704	0.95367	919.73834	Pass	PG/ML	7812.49998
P80075	616	0.0298	10.48667	Pass	PG/ML	1953.125
O95760	616	0.23842	0.00793	Pass	PG/ML	7812.50001
P48061	616	30.51758	177.26351	Pass	PG/ML	31249.99966
P78380	616	0.95367	308.98609	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	616	0.23842	9.54815	Pass	PG/ML	31250.0
P60568	616	0.11921	0.02236	Pass	PG/ML	3906.25003
Q07325	616	0.11921	38.81182	Pass	PG/ML	1953.12499
P01135	616	0.47684	7.03872	Pass	PG/ML	1953.12499
P01584	616	0.19073	0.12582	Pass	PG/ML	3125.00001
P05231	616	0.0596	0.75155	Pass	PG/ML	3906.25
P05112	616	0.0596	0.01078	Pass	PG/ML	3906.25
O43508	616	3.8147	362.63711	Pass	PG/ML	15625.00004
Q969D9	616	0.47684	1.84264	Pass	PG/ML	7812.50001
P51671	616	0.23842	258.21164	Pass	PG/ML	15624.99998
P14210	616	0.23842	183.53975	Pass	PG/ML	15624.99995
P49771	616	0.95367	107.73475	Pass	PG/ML	3906.25003
Q96PD4	616	0.23842	0.78189	Pass	PG/ML	3906.24998
P13232	616	0.23842	0.67872	Pass	PG/ML	1953.125
P35225	616	0.47684	0.48934	Pass	PG/ML	15625.00001
Q14116	616	0.95367	209.31177	Pass	PG/ML	15624.99996
Q99616	616	0.0596	307.14531	Pass	PG/ML	1953.125
P50591	616	0.95367	344.96008	Pass	PG/ML	7812.5
P02778	616	0.11921	52.80898	Pass	PG/ML	1953.12501
P01579	616	0.0298	0.18485	Pass	PG/ML	3906.25001
P22301	616	0.11921	3.5727	Pass	PG/ML	31250.00005
Q99731	616	0.95367	282.03484	Pass	PG/ML	1953.125
P01375	616	3.8147	10.83198	Pass	PG/ML	15625.00004
P40933	616	0.11921	7.5152	Pass	PG/ML	15624.99998
P10147	616	0.0298	4.65227	Pass	PG/ML	1953.125
P10145	616	0.23842	16.88759	Pass	PG/ML	1953.125
P39900	616	7.62939	216.36263	Pass	PG/ML	15624.9999
P04141	616	0.23842	0.0877	Pass	PG/ML	7812.50002
P09919	616	7.62939	59.83185	Pass	PG/ML	62500.00009
P15692	616	0.47684	185.63632	Pass	PG/ML	7812.50003
Q9P0M4	616	1.90735	18.28277	Pass	PG/ML	7812.5
P01133	616	0.47684	115.0892	Pass	PG/ML	976.5625
P13500	616	0.23842	250.32368	Pass	PG/ML	3906.25002
Q16552	616	0.11921	0.13548	Pass	PG/ML	15625.00005
P13725	616	0.11921	2.71867	Pass	PG/ML	1953.125
P09603	616	0.23842	98.20385	Pass	PG/ML	3906.24999
P13236	616	0.11921	46.54596	Pass	PG/ML	3906.25001
O14625	616	0.11921	424.5994	Pass	PG/ML	1953.12499
P01374	616	0.11921	8.00434	Pass	PG/ML	3906.25001
P80098	616	0.11921	1.20883	Pass	PG/ML	1953.125
P03956	616	0.95367	372.15192	Pass	PG/ML	7812.49998
P80075	727	0.0298	20.62754	Pass	PG/ML	1953.125
O95760	727	0.23842	0.04259	Pass	PG/ML	7812.50001
P48061	727	30.51758	155.65196	Pass	PG/ML	31249.99966
P78380	727	0.95367	51.08755	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	727	0.23842	2.11671	Pass	PG/ML	31250.0
P60568	727	0.11921	0.00182	Pass	PG/ML	3906.25003
Q07325	727	0.11921	24.71354	Pass	PG/ML	1953.12499
P01135	727	0.47684	2.28179	Pass	PG/ML	1953.12499
P01584	727	0.19073	0.09109	Pass	PG/ML	3125.00001
P05231	727	0.0596	0.57353	Pass	PG/ML	3906.25
P05112	727	0.0596	0.00859	Pass	PG/ML	3906.25
O43508	727	3.8147	260.72414	Pass	PG/ML	15625.00004
Q969D9	727	0.47684	nan	Pass	PG/ML	7812.50001
P51671	727	0.23842	193.11716	Pass	PG/ML	15624.99998
P14210	727	0.23842	90.75102	Pass	PG/ML	15624.99995
P49771	727	0.95367	34.01803	Pass	PG/ML	3906.25003
Q96PD4	727	0.23842	0.05772	Pass	PG/ML	3906.24998
P13232	727	0.23842	0.52945	Pass	PG/ML	1953.125
P35225	727	0.47684	3.08942	Pass	PG/ML	15625.00001
Q14116	727	0.95367	133.39422	Pass	PG/ML	15624.99996
Q99616	727	0.0596	301.89167	Pass	PG/ML	1953.125
P50591	727	0.95367	223.54725	Pass	PG/ML	7812.5
P02778	727	0.11921	27.49561	Pass	PG/ML	1953.12501
P01579	727	0.0298	0.04285	Pass	PG/ML	3906.25001
P22301	727	0.11921	1.75882	Pass	PG/ML	31250.00005
Q99731	727	0.95367	60.81236	Pass	PG/ML	1953.125
P01375	727	3.8147	7.91482	Pass	PG/ML	15625.00004
P40933	727	0.11921	8.48201	Pass	PG/ML	15624.99998
P10147	727	0.0298	2.03859	Pass	PG/ML	1953.125
P10145	727	0.23842	2.58272	Pass	PG/ML	1953.125
P39900	727	7.62939	146.88873	Pass	PG/ML	15624.9999
P04141	727	0.23842	0.05211	Pass	PG/ML	7812.50002
P09919	727	7.62939	29.79912	Pass	PG/ML	62500.00009
P15692	727	0.47684	96.01167	Pass	PG/ML	7812.50003
Q9P0M4	727	1.90735	5.94482	Pass	PG/ML	7812.5
P01133	727	0.47684	153.14107	Pass	PG/ML	976.5625
P13500	727	0.23842	134.25793	Pass	PG/ML	3906.25002
Q16552	727	0.11921	0.0654	Pass	PG/ML	15625.00005
P13725	727	0.11921	0.38066	Pass	PG/ML	1953.125
P09603	727	0.23842	76.53541	Pass	PG/ML	3906.24999
P13236	727	0.11921	32.11306	Pass	PG/ML	3906.25001
O14625	727	0.11921	177.80306	Pass	PG/ML	1953.12499
P01374	727	0.11921	3.54373	Pass	PG/ML	3906.25001
P80098	727	0.11921	0.5899	Pass	PG/ML	1953.125
P03956	727	0.95367	415.69809	Pass	PG/ML	7812.49998
P80075	603	0.0298	45.76658	Pass	PG/ML	1953.125
O95760	603	0.23842	0.19774	Pass	PG/ML	7812.50001
P48061	603	30.51758	296.87569	Pass	PG/ML	31249.99966
P78380	603	0.95367	25.01664	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	603	0.23842	9.27913	Pass	PG/ML	31250.0
P60568	603	0.11921	0.02436	Pass	PG/ML	3906.25003
Q07325	603	0.11921	142.76849	Pass	PG/ML	1953.12499
P01135	603	0.47684	10.18556	Pass	PG/ML	1953.12499
P01584	603	0.19073	0.2613	Pass	PG/ML	3125.00001
P05231	603	0.0596	4.5663	Pass	PG/ML	3906.25
P05112	603	0.0596	0.00979	Pass	PG/ML	3906.25
O43508	603	3.8147	442.10643	Pass	PG/ML	15625.00004
Q969D9	603	0.47684	0.04894	Pass	PG/ML	7812.50001
P51671	603	0.23842	235.86529	Pass	PG/ML	15624.99998
P14210	603	0.23842	116.43716	Pass	PG/ML	15624.99995
P49771	603	0.95367	100.5907	Pass	PG/ML	3906.25003
Q96PD4	603	0.23842	0.64528	Pass	PG/ML	3906.24998
P13232	603	0.23842	1.5818	Pass	PG/ML	1953.125
P35225	603	0.47684	0.39567	Pass	PG/ML	15625.00001
Q14116	603	0.95367	310.48176	Pass	PG/ML	15624.99996
Q99616	603	0.0596	393.62218	Pass	PG/ML	1953.125
P50591	603	0.95367	485.95033	Pass	PG/ML	7812.5
P02778	603	0.11921	111.35386	Pass	PG/ML	1953.12501
P01579	603	0.0298	1.00201	Pass	PG/ML	3906.25001
P22301	603	0.11921	5.70854	Pass	PG/ML	31250.00005
Q99731	603	0.95367	190.2662	Pass	PG/ML	1953.125
P01375	603	3.8147	15.35823	Pass	PG/ML	15625.00004
P40933	603	0.11921	12.16012	Pass	PG/ML	15624.99998
P10147	603	0.0298	5.12703	Pass	PG/ML	1953.125
P10145	603	0.23842	4.22021	Pass	PG/ML	1953.125
P39900	603	7.62939	343.8425	Pass	PG/ML	15624.9999
P04141	603	0.23842	0.14067	Pass	PG/ML	7812.50002
P09919	603	7.62939	134.72042	Pass	PG/ML	62500.00009
P15692	603	0.47684	212.08835	Pass	PG/ML	7812.50003
Q9P0M4	603	1.90735	29.54243	Pass	PG/ML	7812.5
P01133	603	0.47684	409.0312	Pass	PG/ML	976.5625
P13500	603	0.23842	246.46925	Pass	PG/ML	3906.25002
Q16552	603	0.11921	0.51171	Pass	PG/ML	15625.00005
P13725	603	0.11921	0.72905	Pass	PG/ML	1953.125
P09603	603	0.23842	134.5806	Pass	PG/ML	3906.24999
P13236	603	0.11921	69.80404	Pass	PG/ML	3906.25001
O14625	603	0.11921	361.25727	Pass	PG/ML	1953.12499
P01374	603	0.11921	6.27858	Pass	PG/ML	3906.25001
P80098	603	0.11921	2.60932	Pass	PG/ML	1953.125
P03956	603	0.95367	947.79812	Pass	PG/ML	7812.49998
P80075	713	0.0298	38.17746	Pass	PG/ML	1953.125
O95760	713	0.23842	0.08979	Pass	PG/ML	7812.50001
P48061	713	30.51758	192.05497	Pass	PG/ML	31249.99966
P78380	713	0.95367	40.37158	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	713	0.23842	7.55557	Pass	PG/ML	31250.0
P60568	713	0.11921	0.01415	Pass	PG/ML	3906.25003
Q07325	713	0.11921	56.3924	Pass	PG/ML	1953.12499
P01135	713	0.47684	5.81108	Pass	PG/ML	1953.12499
P01584	713	0.19073	0.20303	Pass	PG/ML	3125.00001
P05231	713	0.0596	1.35266	Pass	PG/ML	3906.25
P05112	713	0.0596	0.01134	Pass	PG/ML	3906.25
O43508	713	3.8147	527.09378	Pass	PG/ML	15625.00004
Q969D9	713	0.47684	nan	Pass	PG/ML	7812.50001
P51671	713	0.23842	321.09821	Pass	PG/ML	15624.99998
P14210	713	0.23842	120.04801	Pass	PG/ML	15624.99995
P49771	713	0.95367	97.10145	Pass	PG/ML	3906.25003
Q96PD4	713	0.23842	0.46404	Pass	PG/ML	3906.24998
P13232	713	0.23842	0.57595	Pass	PG/ML	1953.125
P35225	713	0.47684	0.15596	Pass	PG/ML	15625.00001
Q14116	713	0.95367	267.56157	Pass	PG/ML	15624.99996
Q99616	713	0.0596	272.32505	Pass	PG/ML	1953.125
P50591	713	0.95367	439.86537	Pass	PG/ML	7812.5
P02778	713	0.11921	67.67598	Pass	PG/ML	1953.12501
P01579	713	0.0298	0.32406	Pass	PG/ML	3906.25001
P22301	713	0.11921	6.27231	Pass	PG/ML	31250.00005
Q99731	713	0.95367	148.45327	Pass	PG/ML	1953.125
P01375	713	3.8147	13.96962	Pass	PG/ML	15625.00004
P40933	713	0.11921	10.16007	Pass	PG/ML	15624.99998
P10147	713	0.0298	4.67617	Pass	PG/ML	1953.125
P10145	713	0.23842	4.04405	Pass	PG/ML	1953.125
P39900	713	7.62939	157.25794	Pass	PG/ML	15624.9999
P04141	713	0.23842	0.15471	Pass	PG/ML	7812.50002
P09919	713	7.62939	68.60118	Pass	PG/ML	62500.00009
P15692	713	0.47684	196.5087	Pass	PG/ML	7812.50003
Q9P0M4	713	1.90735	24.47345	Pass	PG/ML	7812.5
P01133	713	0.47684	243.73869	Pass	PG/ML	976.5625
P13500	713	0.23842	271.18756	Pass	PG/ML	3906.25002
Q16552	713	0.11921	0.36598	Pass	PG/ML	15625.00005
P13725	713	0.11921	0.36513	Pass	PG/ML	1953.125
P09603	713	0.23842	124.49991	Pass	PG/ML	3906.24999
P13236	713	0.11921	71.39032	Pass	PG/ML	3906.25001
O14625	713	0.11921	426.04923	Pass	PG/ML	1953.12499
P01374	713	0.11921	9.41762	Pass	PG/ML	3906.25001
P80098	713	0.11921	1.74896	Pass	PG/ML	1953.125
P03956	713	0.95367	897.17361	Pass	PG/ML	7812.49998
P80075	703	0.0298	31.51396	Pass	PG/ML	1953.125
O95760	703	0.23842	0.00586	Pass	PG/ML	7812.50001
P48061	703	30.51758	178.19972	Pass	PG/ML	31249.99966
P78380	703	0.95367	21.60733	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	703	0.23842	1.82681	Pass	PG/ML	31250.0
P60568	703	0.11921	0.01519	Pass	PG/ML	3906.25003
Q07325	703	0.11921	84.46381	Pass	PG/ML	1953.12499
P01135	703	0.47684	4.09365	Pass	PG/ML	1953.12499
P01584	703	0.19073	0.19906	Pass	PG/ML	3125.00001
P05231	703	0.0596	3.05311	Pass	PG/ML	3906.25
P05112	703	0.0596	0.00927	Pass	PG/ML	3906.25
O43508	703	3.8147	351.16147	Pass	PG/ML	15625.00004
Q969D9	703	0.47684	0.10469	Pass	PG/ML	7812.50001
P51671	703	0.23842	174.08417	Pass	PG/ML	15624.99998
P14210	703	0.23842	84.56156	Pass	PG/ML	15624.99995
P49771	703	0.95367	125.87688	Pass	PG/ML	3906.25003
Q96PD4	703	0.23842	0.63704	Pass	PG/ML	3906.24998
